text,label,source,subject,license,title
"The precise delivery of macromolecular therapeutics remains a significant challenge in molecular medicine. We engineer a novel class of programmable, self-assembling protein nanocages derived from bacterial microcompartment proteins, designed for tunable intracellular cargo encapsulation and targeted delivery. Through rational domain engineering, these cages were functionalized with specific targeting peptides for receptor-mediated endocytosis and equipped with pH-responsive disassembly domains for endosomal escape. We demonstrate efficient encapsulation of small interfering RNAs (siRNAs) and therapeutic peptides within these nanocages. In vitro and in vivo studies reveal targeted cellular uptake and subsequent release of siRNAs, leading to potent and sequence-specific gene silencing in disease-relevant cell lines and xenograft models, with minimal off-target effects. This modular synthetic biology platform offers superior control over cargo packaging stoichiometry, release kinetics, and cellular tropism, paving the way for next-generation precision nanomedicines for various genetic and oncological disorders.",1,models/gemini-2.5-flash,Biyoloji,Generated,Programmable Self-Assembling Synthetic Protein Cages for Tunable Intracellular Cargo Delivery and Targeted Gene Silencing
"Inter-kingdom communication between the gut microbiota and host epithelium is crucial for maintaining intestinal homeostasis, yet the molecular mediators remain largely uncharacterized. This study investigates the role of bacterial outer membrane vesicles (OMVs) as carriers of small RNAs (sRNAs) in modulating host intestinal epithelial barrier function. We demonstrate that OMVs isolated from commensal *Bacteroides fragilis* contain a diverse repertoire of bacterial sRNAs. Upon uptake by intestinal epithelial cells (IECs), these OMV-derived sRNAs are delivered to the host cytosol, where they directly interact with specific host RNA-binding proteins and microRNA machinery. Functional assays reveal that these bacterial sRNAs significantly enhance tight junction integrity and reduce paracellular permeability by modulating the expression of occludin and ZO-1. Furthermore, in vivo studies using germ-free mice colonized with *B. fragilis*-derived OMVs showed improved barrier function and attenuated inflammatory responses. This work establishes a novel paradigm for bacterial sRNA-mediated inter-kingdom signaling, offering new insights into gut symbiosis and therapeutic strategies for inflammatory bowel diseases.",1,models/gemini-2.5-flash,Biyoloji,Generated,Bacterial Outer Membrane Vesicles Mediate Inter-Kingdom Communication by Delivering sRNAs that Modulate Host Intestinal Epithelial Barrier Function
"This paper investigates the Turán problem for loose cycles, C_k^r, in r-uniform hypergraphs, extending classical results from graph theory. We establish novel upper bounds for the Turán number ex_r(n, C_k^r), particularly focusing on the regime where k is relatively small compared to r. Our approach leverages a sophisticated combination of extremal set theory techniques and probabilistic methods, employing the method of dependent random choice to analyze specific structural properties that forbid loose cycles. We provide a constructive proof for a lower bound using high-girth hypergraphs derived from finite fields, demonstrating the tightness of our bounds for certain parameters. Furthermore, we explore the asymptotic behavior of ex_r(n, C_k^r) as n → ∞, offering new conjectures on the exact Turán number for specific hypergraph cycles and contributing to the broader understanding of forbidden substructures in higher-order graphs.",1,models/gemini-2.5-flash,Matematik,Generated,On the Turán Problem for Loose Cycles in Uniform Hypergraphs
"This research delves into the intersection of algebraic combinatorics and algebraic geometry, specifically exploring the K-theory of flag varieties using advanced combinatorial tools. We introduce a novel framework leveraging modified Young tableaux and generalized Littlewood-Richardson coefficients to compute structure constants in the K-theory ring K*(G/B). Our method provides a combinatorial interpretation for the expansion of products of K-theory Schubert classes, offering new insights into the underlying geometric structure. We establish a direct correspondence between certain families of semi-standard tableaux and specific Grothendieck polynomials, thereby extending classical results from cohomology to K-theory. The work culminates in a proof of a new positivity conjecture for K-theoretic Littlewood-Richardson coefficients for arbitrary Lie types, generalizing previous results restricted to type A.",1,models/gemini-2.5-flash,Matematik,Generated,Schubert Calculus and the K-theory of Flag Varieties through Combinatorial Tableaux
"We investigate threshold phenomena for the existence of a monochromatic connected component spanning a positive fraction of vertices in a randomly colored random hypergraph H_r(n,p). Specifically, we consider a k-coloring of the edges of G(n,p), the r-uniform random hypergraph where each edge is present independently with probability p. Our primary focus is to determine the precise threshold probability p_c at which such a component emerges with high probability. We employ a multi-phase branching process analysis, coupled with large deviation theory for sparse random structures, to characterize the phase transition. The results extend classical theorems on connectivity in random graphs to hypergraphs under chromatic constraints, revealing new critical behaviors dependent on r and k. This work contributes significantly to the understanding of robustness and connectivity in complex network models.",1,models/gemini-2.5-flash,Matematik,Generated,Threshold Phenomena for Monochromatic Connectivity in Random Hypergraphs
"This paper presents new advancements on the sum-product problem in higher-dimensional vector spaces over finite fields ℤ_q. We examine the size of A+A and A ⋅ A for a finite set A ⊂ (ℤ_q^d)^k, where A+A denotes the Minkowski sum and A ⋅ A represents a suitably defined product operation, such as coordinate-wise multiplication or a convolution-type product. Leveraging techniques from incidence geometry, harmonic analysis on finite fields, and expander graph theory, we establish improved lower bounds for max(|A+A|, |A ⋅ A|). Our results provide a significant generalization of the sum-product phenomenon beyond one dimension, highlighting the interplay between additive and multiplicative structures. We particularly focus on cases where A has low doubling constant, revealing super-linear growth rates and challenging existing barriers in general sum-product estimates.",1,models/gemini-2.5-flash,Matematik,Generated,On the Sum-Product Problem in Higher Dimensions over Finite Fields
"We investigate the existence of monochromatic complete bipartite r-uniform hypergraphs, K_s,t^r, within arbitrarily large k-colored hypergraphs. This research focuses on generalized hypergraph Ramsey numbers R(K_s,t^r; k) where edges are colored with k colors, and we seek a monochromatic copy of K_s,t^r. Our novel contribution lies in establishing upper and lower bounds for these numbers, particularly for fixed r ≥ 3 and variable s,t, under various coloring schemes. We employ an iterative application of the hypergraph Regularity Lemma combined with sophisticated probabilistic arguments to derive new bounds that improve upon existing results. The findings shed light on the structural properties of hypergraphs that necessitate the emergence of large monochromatic substructures, extending classical graph Ramsey theory to the more complex setting of hypergraphs with specific bipartite partitions.",1,models/gemini-2.5-flash,Matematik,Generated,Hypergraph Ramsey Numbers for Complete Bipartite Hypergraphs with Prescribed Colorings
"This paper addresses the decomposition of the complete graph K_n into edge-disjoint copies of a specific graph-pair structure, wherein each pair (G_1, G_2) consists of two graphs with prescribed properties, such as bounded maximum degree and minimum girth. We investigate the existence and enumeration of such decompositions, particularly when G_1 and G_2 are both outerplanar or planar graphs. Our approach involves a combination of algebraic graph theory techniques, notably eigenvalue bounds for adjacency matrices, and a refined application of the ""probabilistic method with alterations."" We establish sufficient conditions on n for such decompositions to exist, overcoming challenges related to the intricate interplay of girth and degree constraints. This work extends classical results on graph decompositions to a more constrained setting, providing novel insights into the structured partitioning of graph edges.",1,models/gemini-2.5-flash,Matematik,Generated,Decompositions of Complete Graphs into Graph-Pairs of Bounded Girth
"This research introduces a novel framework for studying connectivity in matroids using homological invariants derived from their geometric lattices. We define a generalized notion of fundamental cycles and cocycles within the context of matroid complexes, leading to the construction of a chain complex whose homology groups capture subtle aspects of matroid connectivity beyond standard definitions. Special attention is given to matroids representable over fields of characteristic zero, where we establish connections to the theory of Stanley-Reisner rings and Cohen-Macaulay complexes. Our main result demonstrates that the vanishing of specific higher homology groups is equivalent to strong connectivity properties, such as k-connectivity for certain classes of matroids, offering a new algebraic perspective on classical matroid theorems.",1,models/gemini-2.5-flash,Matematik,Generated,Homological Invariants and Connectivity in Matroids with Characteristic Zero
"This paper investigates the asymptotic enumeration of permutations exhibiting specific descent patterns, focusing on restrictions imposed by subsequences and the distribution of descents within blocks. We extend classical results on permutations with a fixed number of descents by introducing generating functions incorporating multiple descent pattern constraints. A significant portion of this work is dedicated to developing q-analogs of these enumerations, utilizing techniques from partition theory and the theory of basic hypergeometric series. We derive precise asymptotic formulas for the number of such permutations as n → ∞, employing saddle-point approximations and methods of analytic combinatorics. The findings provide deep insights into the fine structure of permutation statistics and their relation to other combinatorial objects, such as Young tableaux and Stirling numbers of both kinds.",1,models/gemini-2.5-flash,Matematik,Generated,Asymptotics of Permutations with Restricted Descent Patterns and their q-Analogs
"We present new bounds on the spectral gap of the normalized adjacency matrix for infinite families of Ramanujan graphs and their generalizations, leveraging properties of non-backtracking operators. Specifically, we investigate the relationship between the Ihara zeta function of a graph and the spectrum of its adjacency and non-backtracking matrices. Our analysis develops techniques for constructing expander graphs with optimal spectral properties, particularly focusing on graphs derived from arithmetic groups and algebraic constructions over finite fields. We establish a tighter connection between the trace formula for non-backtracking operators and the distribution of eigenvalues, leading to improved criteria for identifying graphs that satisfy the Ramanujan property. This work provides fundamental contributions to the theory of expander graphs, with implications for coding theory, network design, and the construction of pseudorandom structures.",1,models/gemini-2.5-flash,Matematik,Generated,Spectral Gap Bounds for Ramanujan Graphs and Non-Backtracking Operators
"This paper develops a novel framework for generating strong cutting planes for integer programming problems by leveraging the polyhedral combinatorics of block decompositions. We introduce a technique to identify and exploit structural properties of specific subgraphs and their induced facets within the integer hull. Our methodology involves partitioning the original problem into interconnected blocks, deriving valid inequalities for each block's convex hull, and then lifting these inequalities to the full problem space. Particular emphasis is placed on (0,1)-integer programs with network flow or matching substructures, where we develop specialized lifting procedures and establish conditions for facet-defining inequalities. This research offers significant advancements in computational integer programming, providing a robust approach for tightening linear programming relaxations and enhancing the efficiency of branch-and-cut algorithms for hard combinatorial optimization problems.",1,models/gemini-2.5-flash,Matematik,Generated,Strong Cutting Planes for Integer Programs via Polyhedral Combinatorics of Block Decompositions
"Large Language Models (LLMs) exhibit remarkable generative capabilities but often lack verifiable robustness against subtle adversarial perturbations and suffer from opaque decision-making processes. This paper introduces a novel framework for certified adversarial robustness and post-hoc interpretability in LLMs by leveraging causal abstraction and mechanistic interpretability. We propose a methodology that constructs a causal graph of internal activations, identifying critical subgraphs responsible for specific behavioral functions. By perturbing these abstract causal pathways, we quantify their influence on downstream predictions and demonstrate certified bounds on output stability under bounded input alterations. Our approach extends beyond mere input-output correlation, providing insights into the mechanistic underpinnings of robustness failures. Empirical evaluation on diverse LLM architectures and datasets reveals superior certification rates compared to existing methods, alongside interpretable causal explanations for vulnerability points, paving the way for more trustworthy and accountable AI systems.",1,models/gemini-2.5-flash,AI,Generated,Explainable Certification of Adversarial Robustness in Foundation Models via Causal Abstraction
"Discovering causal relationships from observational and interventional data remains a cornerstone challenge in scientific inquiry, particularly in high-dimensional, time-series contexts where latent confounders abound. This work presents a novel neural variational inference framework for robust causal structure learning from mixed interventional time-series data. Our model leverages a recurrent neural network encoder to capture complex spatiotemporal dependencies and a continuous optimization approach for acyclicity constraints, circumventing combinatorial graph search. By explicitly modeling latent confounding through a variational autoencoder component conditioned on interventional targets, we disentangle true causal links from spurious correlations. Furthermore, we incorporate an adaptive intervention strategy within a closed-loop active learning paradigm to optimize data acquisition for maximal causal information gain. Experiments on synthetic and real-world biological datasets demonstrate superior precision, recall, and computational efficiency compared to state-of-the-art causal discovery algorithms under various noise regimes and sparsity levels.",1,models/gemini-2.5-flash,AI,Generated,Neural Variational Causal Discovery from Interventional Time-Series Data in High-Dimensional Systems
"Achieving optimal coordination in complex multi-agent systems, particularly under partial observability and communication bandwidth constraints, presents significant challenges for decentralized control. This paper proposes a hierarchical multi-agent reinforcement learning (H-MARL) framework that integrates meta-learning with an adversarial information regularization scheme to enhance emergent communication and cooperation. A high-level policy learns to modulate individual agents' goals and information-sharing strategies, while low-level policies execute primitive actions. We introduce an adversarial regularization term to implicitly encourage agents to encode task-relevant information in their limited communication channels while discarding redundant or privacy-sensitive data. This mechanism facilitates robust, decentralized control by fostering interpretable information exchange critical for collective intelligence. Empirical evaluations across diverse cooperative multi-agent tasks, including robotic swarm coordination and traffic management, demonstrate significant improvements in system-level performance, scalability, and robustness to communication latency compared to conventional MARL approaches.",1,models/gemini-2.5-flash,AI,Generated,Decentralized Optimal Control via Hierarchical Multi-Agent Reinforcement Learning with Adversarial Information Regularization
"Federated Learning (FL) and Continual Learning (CL) are pivotal for deploying adaptive AI on privacy-sensitive, resource-constrained edge devices, yet their synergistic integration remains complex due to data heterogeneity and catastrophic forgetting across dynamic client distributions. This paper introduces FedCL-X, an explainable federated continual learning framework. FedCL-X employs a novel bidirectional knowledge distillation mechanism between a global model and local clients, ensuring efficient knowledge transfer while mitigating privacy concerns. Critically, we integrate a probabilistic concept drift detector at the client-side to adaptively weight past knowledge and new information, enabling robust performance against evolving data streams. Furthermore, FedCL-X incorporates attention-based interpretability modules to provide local and global explanations for model decisions, addressing the black-box nature of federated models. Extensive experiments on non-i.i.d. image classification and natural language understanding tasks validate FedCL-X's superior ability to balance privacy, adaptivity, and explainability in real-world edge scenarios.",1,models/gemini-2.5-flash,AI,Generated,FedCL-X: Explainable Federated Continual Learning for Heterogeneous Edge Devices via Knowledge Distillation and Concept Drift Adaptation
"Predicting the three-dimensional structure of proteins from their amino acid sequences remains a fundamental grand challenge in computational biology, demanding robust methods capable of capturing complex non-Euclidean inter-residue dependencies. This work proposes a novel geometric deep learning architecture, Spectral Graph Neural Networks (SGNNs), specifically designed for de novo protein structure prediction. Our SGNNs operate directly on a dynamic protein contact graph, where nodes represent residues and edges signify spatial proximity, with edge features incorporating torsion angles and dihedral constraints. Leveraging spectral convolutions on graph Laplacian representations, the model efficiently learns hierarchical features invariant to Euclidean transformations and captures long-range interactions crucial for folding. We further introduce a manifold-valued output layer that directly predicts backbone dihedral angles, bypassing cumbersome Cartesian coordinate representations. Empirical results demonstrate competitive accuracy against state-of-the-art methods on benchmark datasets, offering a promising avenue for high-fidelity structural biology applications.",1,models/gemini-2.5-flash,AI,Generated,Spectral Graph Neural Networks for De Novo Protein Structure Prediction on Manifold-Valued Data
"Generative models capable of synthesizing realistic and physically consistent spatiotemporal data are crucial for climate science and environmental modeling, yet controlling the generation process while maintaining high fidelity remains challenging. This paper introduces a novel conditional spatiotemporal diffusion model for controllable generation of high-resolution multimodal climate simulations. Our model leverages a 3D UNet-like architecture with attention mechanisms to capture complex dependencies across spatial dimensions, time, and diverse climate variables (e.g., temperature, precipitation, pressure). We augment the diffusion process with a conditional guidance mechanism that allows for fine-grained control over specific climatic events or future scenarios, defined by spatiotemporal masks or desired statistical properties. This enables ""what-if"" analyses and the generation of synthetic datasets for training downstream predictive models. Empirical validation on ERA5 reanalysis data demonstrates superior generative quality, consistency, and controllability compared to existing GAN-based and autoregressive models, offering a powerful tool for climate research.",1,models/gemini-2.5-flash,AI,Generated,Conditional Spatiotemporal Diffusion Models for Controllable Generation of High-Fidelity Multimodal Climate Simulations
"Intelligent robots operating in complex, hybrid environments demand reasoning capabilities that transcend purely reactive policies, requiring both robust perceptual grounding and explainable symbolic planning. This paper introduces a novel neuro-symbolic architecture for program synthesis tailored for verifiable robot planning. Our approach integrates a deep neural network for perception and action primitive grounding with a symbolic program synthesizer that operates over a defined domain-specific language (DSL). The neural component learns to translate raw sensor inputs into symbolic predicates, which then inform the synthesizer to generate verifiable logical programs. We employ a policy-gradient-based learning algorithm to optimize the synthesis process, incorporating feedback from a symbolic execution engine to guide program search towards correctness and optimality. This framework yields highly interpretable plans, amenable to formal verification, and demonstrates superior generalization and robustness in unseen scenarios compared to end-to-end deep learning or purely symbolic planners, bridging the gap between perception and explainable reasoning.",1,models/gemini-2.5-flash,AI,Generated,Neural-Symbolic Program Synthesis for Explainable and Verifiable Robot Planning in Hybrid Environments
"Optimizing feature selection in high-dimensional datasets is a notoriously NP-hard problem crucial for improving model generalization and reducing computational costs in machine learning. This paper explores the application of the Quantum Approximate Optimization Algorithm (QAOA) as a quantum-inspired heuristic for enhanced feature subset selection. We formulate feature selection as a quadratic unconstrained binary optimization (QUBO) problem, where variables represent feature inclusion and the objective function balances classification performance with feature subset cardinality, regularized by mutual information. QAOA is then employed to find approximate solutions to this QUBO on a simulated quantum annealer, leveraging its ability to explore complex energy landscapes more efficiently than classical algorithms for certain problem instances. Our comparative analysis against classical heuristics like genetic algorithms and simulated annealing demonstrates that QAOA yields superior feature subsets, leading to improved predictive accuracy and sparsity on several benchmark classification tasks, highlighting its potential for quantum advantage in combinatorial optimization for ML.",1,models/gemini-2.5-flash,AI,Generated,Quantum Approximate Optimization Algorithm for Enhanced Feature Selection in High-Dimensional Classification
"Robust perception in autonomous driving systems hinges on effective fusion of heterogeneous spatiotemporal sensor data (e.g., LiDAR, camera, radar) under diverse environmental conditions. This paper introduces a novel self-supervised learning framework that leverages transformer architectures for multimodal sensor fusion, addressing the scarcity of comprehensively labeled fusion datasets. We design several pretext tasks, including cross-modal temporal alignment, masked sensor data reconstruction, and sensor modality prediction, which compel the model to learn rich, invariant representations from unlabeled raw sensor streams. A unified transformer encoder processes fused spatiotemporal tokens from all modalities, capturing intricate inter- and intra-modal dependencies. The self-supervised pre-training significantly enhances the model's ability to extract complementary information and handle sensor dropouts. Fine-tuning on downstream tasks like 3D object detection and semantic segmentation demonstrates substantial performance improvements and superior robustness to sensor noise and occlusions compared to supervised baselines, showcasing the power of representation learning for embodied AI.",1,models/gemini-2.5-flash,AI,Generated,Transformer-based Self-Supervised Pretext Tasks for Robust Multimodal Spatiotemporal Sensor Fusion in Autonomous Driving
"Deep learning models are susceptible to data poisoning attacks, where malicious actors inject corrupted samples into the training data to manipulate model behavior, leading to severe security and reliability concerns. This paper proposes a certified defense mechanism against data poisoning by formulating the training objective as a distributionally robust optimization (DRO) problem. We construct an ambiguity set around the empirical data distribution, encompassing potential shifts caused by bounded poisoning attacks, and then seek a model that minimizes the worst-case loss over this set. Our key contribution lies in integrating a novel robust aggregation scheme for gradient updates within a mini-batch setting, explicitly accounting for the presence of corrupted samples and their potential to skew gradients. This approach yields provable guarantees on model performance under specified poisoning budgets, without requiring prior knowledge of attack strategies. Extensive experiments demonstrate that our DRO-based defense significantly improves certified accuracy and robustness against various state-of-the-art poisoning attacks compared to standard training and heuristic defenses.",1,models/gemini-2.5-flash,AI,Generated,Certified Defense Against Data Poisoning Attacks via Distributionally Robust Optimization with Corrupted Samples
"This research proposes a novel deep learning architecture for the granular analysis of functional harmonic trajectories, moving beyond conventional chord recognition to model voice-leading implications and modulatory pathways. Utilizing a multi-modal input combining constant-Q transformed audio features and symbolically-derived pitch class sets, our transformer-based variational autoencoder (VAE) learns a hierarchical latent representation of harmonic progression. The deconvolutional layers are optimized to reconstruct not only the macro-harmonic functions but also micro-level contrapuntal dissonances and resolutions. Through a comprehensive evaluation on a curated corpus of Romantic and early 20th-century art music, we demonstrate superior performance in identifying pivot chords, secondary dominants, and tonicizations, achieving an F1-score improvement of 12% over state-of-the-art symbolic and audio-only models. This methodology provides a robust framework for quantitatively assessing harmonic complexity and teleology.",1,models/gemini-2.5-flash,Müzik,Generated,Latent Space Deconvolution for Granular Functional Harmonic Trajectory Analysis via Multi-Modal Deep Embeddings
"Analyzing microtonal inflections in non-Western music presents significant challenges due to the absence of fixed temperament grids and the contextual variability of intonation. This study introduces a Bayesian nonparametric model for probabilistic pitch tracking, specifically designed to parameterize microtonal deviations from theoretically defined cent values. Leveraging a multi-resolution sinusoidal modeling approach, our system estimates fundamental frequency trajectories and their associated uncertainty envelopes. A Dirichlet process mixture model subsequently clusters these trajectories into distinct microtonal categories, accounting for performer idiosyncrasies and stylistic variations. Validation on a Hindustani classical music corpus demonstrates robust identification of shruti nuances and their dynamic evolution, revealing heretofore unquantified statistical regularities in expressive intonation practices. This framework offers a rigorous computational tool for comparative ethnomusicological analysis, facilitating the systematic study of intricate intervallic relationships in diverse sonic traditions.",1,models/gemini-2.5-flash,Müzik,Generated,Probabilistic Microtonal Inflection Parameterization via Bayesian Nonparametric Pitch Tracking in Non-Western Repertoires
"This research investigates the neuro-cognitive mechanisms underlying hierarchical rhythmic entrainment and meter perception through a computational model based on spatio-temporal oscillatory attractors. We propose a network of coupled phase oscillators, where individual oscillators correspond to distinct rhythmic periodicities (e.g., beat, tactus, hypermeter) and their coupling strengths adapt dynamically to incoming auditory transients derived from onset detection functions. The model integrates principles of predictive coding, modulating oscillator parameters based on statistical regularities in event timing and inter-onset intervals. Through simulations with metrically ambiguous stimuli and polyrhythmic compositions, our system accurately predicts perceived metric hierarchies and phase shifts, outperforming conventional hidden Markov models in tracking syncopation and rhythmic complexity. This framework offers a quantitative account of how listeners construct and maintain temporal coherence in intricate rhythmic streams, advancing theories of auditory scene analysis and cognitive rhythm perception.",1,models/gemini-2.5-flash,Müzik,Generated,Hierarchical Rhythmic Entrainment Modeling through Spatio-Temporal Oscillatory Attractors in Perceptual Clock Networks
"The semantic description of timbre remains a significant challenge due to the high dimensionality and perceptual complexity of auditory features. This study introduces a novel approach for augmenting timbral descriptors with perceptually-weighted information, aiming to bridge the gap between acoustic signal properties and high-level semantic attributes. We employ a deep manifold learning framework, specifically a contrastive predictive coding (CPC) model, to derive a compact, perceptually salient embedding space from mel-spectrogram features. Subsequent augmentation involves incorporating spectro-temporal modulation energies and psychoacoustic masking thresholds, which are then used to train a multi-label classifier for predicting semantic traits such as 'warm', 'bright', 'rough', and 'metallic'. Evaluation on a large orchestral timbre dataset demonstrates a significant improvement (up to 15% mean average precision) in semantic attribute prediction compared to raw acoustic feature sets, highlighting the efficacy of perceptually-informed descriptor augmentation.",1,models/gemini-2.5-flash,Müzik,Generated,Perceptually-Weighted Timbral Descriptor Augmentation for Semantic Trait Prediction via Deep Manifold Learning
"Automating Schenkerian analysis, a foundational theory of tonal music structure, poses considerable challenges due to its hierarchical and interpretative nature. This paper presents a novel graph-convolutional network (GCN) architecture designed to infer Urlinie (fundamental line) structures and perform hierarchical harmonic reduction directly from musical scores. Our model represents musical compositions as richly attributed graphs, where nodes denote pitch events and edges encode contrapuntal and harmonic relationships. The GCN iteratively learns to identify structural tones, voice leading, and prolongational techniques by propagating information across the graph, effectively emulating the recursive reduction process. Evaluated against a corpus of manually annotated Schenkerian analyses of Bach chorales and Beethoven sonata excerpts, our system achieves a statistically significant alignment with expert annotations for Urlinie derivation and identifies common prolongational archetypes with high precision. This pioneering work lays the groundwork for computational musicology tools capable of nuanced structural analysis.",1,models/gemini-2.5-flash,Müzik,Generated,Graph-Convolutional Network for Urlinie Inference and Hierarchical Harmonic Reduction in Schenkerian Analysis
"Neo-Riemannian theory offers a powerful framework for analyzing harmonic relationships in post-tonal and late-Romantic music through parsimonious voice leading transformations. This study introduces an audio-driven methodology for mapping continuous harmonic progressions onto a Neo-Riemannian transformational network and subsequently analyzing its topological structure using persistent homology. From constant-Q spectral representations, we extract chord progressions and discretize them into pitch-class sets. These sets are then projected into a generalized Tonnetz, where inter-chord distances are computed based on common tone retention. The resulting weighted graph undergoes filtration, and its persistent Betti numbers are calculated, revealing robust harmonic cycles, clusters, and voids that correspond to specific transformational sequences (e.g., L-P-R cycles, hexatonic poles). This novel application of topological data analysis provides a quantitative lens for understanding the underlying geometric and group-theoretic properties of complex harmonic landscapes directly from audio.",1,models/gemini-2.5-flash,Müzik,Generated,Audio-Driven Exploration of Neo-Riemannian Transformational Networks via Homological Persistent Homology
"This paper presents a complex network analysis approach to model and quantify contrapuntal voice leading and dissonance management in 16th-century polyphony. We construct directed, multi-edged graphs where individual melodic lines are nodes, and edges represent intervallic relationships and temporal successions between simultaneously sounding pitches. Network metrics such as centrality, clustering coefficients, and path lengths are adapted to evaluate the independence and interdependence of voices, as well as the adherence to species counterpoint rules for consonances and dissonances. Furthermore, we employ dynamic graph analysis to track the evolution of contrapuntal density and registral distribution across musical forms. Application to a corpus of Palestrina masses and Gesualdo madrigals reveals distinctive stylistic fingerprints, particularly in the handling of suspensions and passing tones. This methodology offers a quantitative framework for comparative analysis of polyphonic texture and pedagogical insights into historical counterpoint practices.",1,models/gemini-2.5-flash,Müzik,Generated,Complex Network Analysis of Contrapuntal Voice Leading and Dissonance Management in 16th-Century Polyphony
"This research proposes a novel framework for understanding large-scale musical form as an emergent property of perceptual dissipative structures, leveraging principles from non-equilibrium thermodynamics and information theory. We model musical experience as a dynamic system wherein incoming auditory information drives continuous reconfigurations of internal cognitive states. Using time-varying symbolic entropy and audio-derived perceptual entropy measures (e.g., spectral flatness, temporal irregularity), we quantify the rate of information generation and dissipation across different formal sections. Our analysis reveals that effective musical forms often exhibit a characteristic balance between entropic increase (introduction of new material/complexity) and entropic decrease (repetition, closure), creating 'attractor basins' of perceptual stability. Case studies from sonata forms and theme-and-variations demonstrate how these dynamic entropy profiles correlate with established music-theoretic formal functions, offering a quantifiable basis for the study of musical coherence and structural perception.",1,models/gemini-2.5-flash,Müzik,Generated,Modeling Perceptual Dissipative Structures in Musical Form via Information-Theoretic Entropy Dynamics
"This study addresses the inverse problem of musical stylometry: reconstructing the underlying compositional intent and stylistic parameters from a given musical excerpt. We introduce a novel framework based on conditional Generative Adversarial Networks (GANs) for 'adversarial stylometric inversion.' Our model, trained on a diverse corpus of polyphonic MIDI data categorized by composer and genre, learns to map musical sequences into a low-dimensional latent space representative of stylistic features. The generator aims to synthesize music conditioned on specific stylistic vectors, while the discriminator simultaneously attempts to classify both the authenticity and the inferred style of the generated and real samples. By perturbing the latent vectors and observing the generated output, we can systematically explore the stylistic manifold and infer the relative contributions of rhythmic, harmonic, and melodic features to a composer's idiosyncratic voice. This methodology offers a powerful tool for computational musicology, authorship attribution, and stylistic pastiche generation.",1,models/gemini-2.5-flash,Müzik,Generated,Adversarial Stylometric Inversion: Reconstructing Compositional Intent from Musical Latent Space via Conditional GANs
"This research proposes a novel methodology for the comparative analysis of melodic contour homogeneity across diverse global musical traditions, addressing challenges posed by varying tuning systems and scalar structures. Our approach utilizes a scale-invariant wavelet decomposition (SIWD) to extract multi-resolution melodic contour features, effectively normalizing for absolute pitch and intervallic size variations while preserving relative pitch movement. These feature vectors are then subjected to topological data analysis (TDA), specifically Mapper graphs and persistent homology, to identify statistically significant clusters of melodic contours and their common topological features (e.g., loops, branches, connected components). Applied to a curated ethnomusicological corpus spanning Indic ragas, East Asian folk melodies, and African vocal traditions, the framework reveals underlying cross-cultural contour archetypes and quantifies their distribution. This offers a robust, data-driven tool for identifying universal principles and cultural specificities in melodic organization, advancing computational ethnomusicology.",1,models/gemini-2.5-flash,Müzik,Generated,Cross-Cultural Melodic Contour Homogeneity Mapping through Scale-Invariant Wavelet Decomposition and Topological Data Analysis
"Hybrid zones serve as natural laboratories for investigating the genomic architecture of adaptive divergence and reproductive isolation. This study leverages population genomic sequencing across replicated *Anolis* lizard hybrid zones to dissect patterns of asymmetric introgression and its impact on adaptive phenotypic traits, specifically thermoregulatory physiology and limb morphology. Utilizing advanced admixture mapping and quantitative trait locus (QTL) analyses, we identify genomic regions exhibiting differential permeability to gene flow, often harboring loci linked to environmental adaptation. Our findings reveal that adaptive introgression facilitates the acquisition of beneficial alleles from parental species, demonstrating its potential role in accelerating local adaptation and shaping the evolutionary trajectories of hybridizing lineages under divergent selective pressures, thereby challenging traditional views of hybrid zones solely as barriers to gene flow.",1,models/gemini-2.5-flash,Evrim,Generated,Genomic Introgression and Adaptive Trait Evolution in Hybrid Zones
"The evolution of complex traits is often governed by polygenic architectures, where adaptation is predicated upon the synergistic interplay of numerous loci. This investigation employs a high-throughput genomic approach coupled with directed evolution experiments in *Saccharomyces cerevisiae* to elucidate the role of epistasis in shaping adaptive landscapes. We perform comprehensive fitness assays and quantify the genetic interactions underlying adaptation to novel osmostress environments. Our results reveal prevalent context-dependent epistasis, demonstrating that the fitness effects of individual alleles are frequently modified by the genetic background. Furthermore, we observe that positive epistatic interactions are disproportionately enriched among beneficial mutations, suggesting a mechanism by which complex adaptive pathways can be traversed, underscoring the critical, often underestimated, contribution of epistatic variance to sustained adaptive evolution.",1,models/gemini-2.5-flash,Evrim,Generated,Epistatic Interactions and the Evolutionary Dynamics of Polygenic Adaptation
